groupId,group_size,vector_llama,vector_mistral,vector_gemma,vector_phi,vector_ADD,vector_MPL,vector_LMS,vector_APP,vector_random
5011,4,"[2649, 16798, 82962, 24690, 44580, 81206, 90598, 20066, 66219, 63336]","[5931, 62344, 4752, 80552, 2173, 39238, 75516, 36967, 36878, 82177]","[75776, 55990, 36878, 13193, 32805, 42378, 9390, 59952, 25125, 47612]","[82962, 20066, 24690, 58379, 75516, 62344, 79785, 16798, 71463, 75776]","[36878, 24690, 16798, 62344, 75776, 44580, 63336, 18154, 2649, 61135]","[5931, 44580, 18154, 20066, 42375, 32805, 31852, 2649, 94019, 29964]","[16798, 62344, 24690, 4752, 4403, 36878, 63336, 25125, 90598, 36967]","[24690, 16798, 62344, 47612, 55990, 36878, 2649, 75516, 75776, 61135]","[80552, 13201, 44838, 42378, 85470, 35983, 58379, 17602, 50786, 5931]"
5012,4,"[13201, 80552, 21333, 11624, 29964, 58379, 44838, 47612, 75516, 82177]","[21333, 11624, 13193, 58398, 80552, 75776, 37966, 47612, 82177, 28867]","[21333, 11624, 80552, 13193, 2173, 36967, 58398, 47612, 9115, 15051]","[18154, 13201, 58379, 29964, 84452, 21333, 11624, 13193, 80552, 47612]","[21333, 80552, 11624, 13193, 84452, 58379, 47612, 18154, 29964, 51341]","[21333, 13201, 11624, 46658, 32805, 41330, 80552, 81206, 9115, 55103]","[21333, 80552, 11624, 13193, 84452, 51341, 58379, 44838, 5931, 71463]","[13193, 11624, 21333, 80552, 18154, 47612, 58379, 29964, 20066, 31852]","[63336, 84452, 41330, 47239, 75516, 55080, 42375, 2173, 73848, 55990]"
5013,4,"[13201, 82962, 29964, 58379, 55080, 46658, 51341, 66219, 78408, 23106]","[25125, 39238, 47612, 59952, 62344, 75776, 80552, 82177, 90364, 9390]","[25125, 9390, 90364, 39238, 2173, 59952, 15051, 36967, 47612, 58398]","[13201, 82962, 29964, 31852, 27189, 79785, 66219, 78408, 25125, 90364]","[25125, 13201, 29964, 82962, 31852, 84452, 5931, 67012, 23106, 35983]","[6557, 90364, 24690, 9390, 82962, 25125, 66219, 67012, 78408, 16359]","[25125, 13201, 29964, 84452, 31852, 47612, 80552, 23106, 41330, 35983]","[13201, 25125, 29964, 39238, 84452, 31852, 82962, 75516, 20066, 51341]","[31852, 78408, 84452, 41888, 75776, 79785, 6557, 50786, 29964, 16798]"
5014,4,"[31852, 55080, 73848, 46658, 94019, 75516, 80552, 29964, 58479, 55990]","[5931, 84452, 35083, 62344, 4752, 58398, 32805, 47530, 15051, 61135]","[80552, 55990, 35983, 15051, 35983, 55990, 80552, 15051, 35983, 55990]","[55080, 2649, 35508, 5931, 81785, 75516, 55990, 58398, 17602, 2173]","[55990, 75516, 73848, 2173, 15051, 29964, 55080, 17602, 13201, 80552]","[29964, 13201, 55990, 58379, 41330, 80552, 36967, 47530, 15051, 42375]","[75516, 73848, 17602, 2173, 15051, 61135, 55990, 42375, 55103, 29964]","[17602, 73848, 75516, 2173, 80552, 84452, 81206, 58398, 47530, 15051]","[82962, 79785, 35983, 15051, 55080, 2173, 20066, 4403, 26663, 42378]"
5015,4,"[47239, 16798, 42375, 66219, 75516, 32805, 55990, 59952, 13193, 94019]","[36878, 11624, 59952, 13193, 25125, 55990, 90364, 4403, 82177, 28867]","[36878, 55990, 9115, 35983, 21333, 11624, 59952, 36878, 55990, 9115]","[16798, 47239, 42375, 75516, 36878, 55990, 11624, 21333, 9115, 59952]","[36878, 11624, 66219, 47239, 9390, 55990, 13201, 16798, 42375, 21333]","[11624, 29964, 16798, 13201, 9115, 9390, 90364, 67012, 66219, 15051]","[36878, 47239, 11624, 66219, 9390, 55990, 71463, 37966, 18154, 59952]","[47239, 36878, 11624, 4403, 42378, 42375, 94019, 75516, 32805, 58398]","[73848, 20066, 80552, 37966, 42375, 13193, 58379, 29964, 24690, 2649]"
5016,4,"[42375, 5931, 20066, 44580, 24690, 73848, 41330, 58398, 82177, 51664]","[5931, 75516, 4752, 80552, 36967, 51664, 41888, 9115, 13193, 4403]","[42378, 35983, 13193, 59952, 47530, 42378, 35983, 13193, 59952, 47530]","[27769, 31852, 44580, 51576, 51664, 75516, 13193, 42375, 55080, 78408]","[51576, 75516, 44580, 51664, 24690, 13193, 20066, 42375, 84452, 4752]","[27769, 9390, 13193, 82177, 31852, 78408, 42378, 51576, 35983, 44838]","[44580, 75516, 51576, 84452, 24690, 32805, 51664, 4752, 58398, 59952]","[44580, 20066, 36878, 41330, 24690, 51341, 81206, 75516, 42375, 26663]","[66219, 84452, 58398, 47530, 42375, 24690, 2173, 35983, 55080, 51664]"
5017,4,"[24690, 36967, 58398, 26663, 73848, 16111, 51341, 42375, 66219, 2173]","[58398, 62344, 15051, 75776, 35983, 80552, 2173, 39238, 75516, 36967]","[62344, 55990, 90364, 36878, 55990, 62344, 90364, 36878, 55990, 62344]","[82962, 16798, 26663, 6557, 85470, 58379, 17602, 51576, 24690, 36967]","[24690, 51576, 82962, 26663, 44580, 17602, 73848, 58379, 55990, 82177]","[24690, 55990, 2173, 46658, 36878, 62344, 6557, 82962, 16798, 73848]","[51576, 24690, 17602, 58379, 75516, 44580, 13193, 26663, 16359, 27769]","[24690, 51576, 16359, 44580, 66219, 73848, 36967, 50786, 85470, 55080]","[28867, 84452, 51341, 4752, 51576, 6557, 25125, 24690, 55103, 20066]"
5018,4,"[13201, 16798, 51341, 66219, 90598, 35508, 84452, 61135, 41888, 59952]","[35983, 47612, 36967, 36878, 82177, 51664, 28867, 37966, 41888, 90364]","[41888, 59952, 4403, 36878, 82177, 11624, 55990, 9390, 28867, 41330]","[16798, 27769, 28867, 41888, 90598, 84452, 13193, 59952, 55990, 81206]","[4403, 59952, 28867, 41888, 16798, 13201, 90598, 11624, 81206, 44580]","[11624, 16798, 59952, 41888, 9390, 41330, 51664, 71463, 51341, 44838]","[13201, 4403, 59952, 28867, 81206, 17602, 6453, 11624, 25125, 82177]","[4403, 59952, 13201, 28867, 90598, 90364, 41888, 61135, 4752, 84452]","[28867, 47530, 71463, 4403, 39238, 75516, 6557, 26663, 66219, 41888]"
5019,4,"[31852, 46658, 75516, 42375, 94019, 51341, 35508, 84452, 36967, 21333]","[35983, 47612, 36967, 36878, 82177, 51664, 28867, 37966, 41888, 90364]","[35983, 42378, 32805, 47530, 36967, 28867, 47612, 36878, 9390, 55990]","[26663, 35508, 31852, 21333, 55990, 18154, 47239, 79785, 55080, 90598]","[21333, 35508, 46658, 51341, 31852, 90598, 42375, 85470, 75516, 55990]","[94019, 42378, 32805, 28867, 26663, 79785, 51341, 31852, 27769, 35508]","[21333, 35508, 46658, 51341, 85470, 42375, 90598, 90364, 28867, 27769]","[35508, 46658, 21333, 18154, 90598, 50786, 39238, 75516, 47530, 42378]","[51576, 90364, 51341, 85470, 44838, 20066, 82177, 67012, 47530, 46658]"
5020,4,"[26663, 58379, 85470, 73848, 2173, 66219, 78408, 4752, 61135, 90364]","[2173, 4752, 90364, 82177, 32805, 11624, 58398, 36878, 61135, 9390]","[2173, 90364, 47612, 11624, 4752, 32805, 9115, 47530, 36878, 90364]","[58379, 85470, 2173, 94019, 44580, 73848, 90598, 51341, 66219, 63336]","[2173, 58379, 11624, 73848, 44580, 94019, 2649, 32805, 47612, 78408]","[25125, 15051, 44580, 73848, 51341, 58379, 90364, 84452, 47612, 9390]","[58379, 2173, 11624, 2649, 20066, 16359, 61135, 32805, 94019, 9390]","[58379, 2173, 2649, 44580, 73848, 4752, 94019, 47612, 36878, 78408]","[15051, 20066, 6453, 90364, 31852, 85470, 51576, 32805, 2173, 39238]"
5021,4,"[27769, 24690, 29964, 16111, 75516, 36967, 82177, 41888, 9115, 59952]","[36967, 15051, 28867, 47612, 37966, 9115, 21333, 59952, 13193, 25125]","[90364, 82177, 61135, 47612, 36967, 28867, 59952, 36878, 47530, 9115]","[27769, 67012, 24690, 90598, 23106, 51576, 36967, 82177, 59952, 90364]","[24690, 6557, 27769, 36967, 39238, 67012, 16798, 71463, 15051, 28867]","[27769, 61135, 67012, 59952, 25125, 51576, 47612, 36967, 13193, 84452]","[39238, 16798, 71463, 15051, 80552, 6557, 24690, 31852, 51664, 66219]","[39238, 16798, 44580, 31852, 24690, 28867, 11624, 27769, 29964, 71463]","[36967, 46658, 51664, 27769, 32805, 24690, 55080, 71463, 58398, 81206]"
5022,4,"[6453, 6557, 13201, 79785, 67012, 16798, 2649, 31852, 58379, 55080]","[32805, 47612, 9115, 59952, 13193, 25125, 55990, 90364, 4403, 82177]","[47612, 9115, 32805, 41888, 59952, 13193, 55990, 47530, 36967, 28867]","[44580, 55103, 66219, 32805, 84452, 58379, 63336, 9115, 13193, 59952]","[44580, 55103, 66219, 84452, 59952, 58379, 32805, 9115, 2649, 61135]","[41888, 2649, 44580, 21333, 9390, 61135, 17602, 66219, 58379, 5931]","[66219, 58379, 55103, 59952, 4403, 55080, 42378, 44580, 36967, 61135]","[4403, 9115, 84452, 32805, 55103, 66219, 44580, 82177, 41888, 58379]","[6453, 75516, 80552, 63336, 41330, 55080, 90598, 13201, 58398, 21333]"
5023,4,"[16798, 67012, 79785, 16111, 24690, 81206, 90598, 20066, 51341, 23106]","[35983, 47612, 80552, 75776, 36967, 51664, 11624, 59952, 13193, 55990]","[84452, 59952, 82177, 55990, 80552, 47612, 11624, 36967, 41888, 58398]","[18154, 16798, 16111, 23106, 84452, 75516, 36967, 80552, 29964, 59952]","[84452, 16798, 80552, 59952, 24690, 16111, 15051, 6453, 51341, 11624]","[11624, 51664, 82962, 23106, 21333, 47612, 81206, 55990, 58398, 35983]","[51341, 16798, 59952, 50786, 84452, 24690, 47612, 6453, 15051, 80552]","[35983, 84452, 6453, 47239, 24690, 59952, 11624, 16798, 80552, 51341]","[31852, 41888, 58379, 27769, 81206, 66219, 11624, 20066, 39238, 35983]"
5024,4,"[20066, 44838, 58398, 41330, 26663, 55080, 16111, 23106, 75516, 90598]","[58398, 47612, 35983, 75776, 36967, 80552, 2173, 39238, 75516, 36878]","[41330, 90364, 58398, 28867, 41888, 90364, 58398, 28867, 41888, 90364]","[27769, 55103, 81206, 28867, 23106, 41330, 58379, 20066, 55080, 90598]","[41330, 58398, 55080, 20066, 28867, 26663, 55103, 44838, 79785, 75516]","[55103, 51576, 81206, 58398, 20066, 32805, 26663, 13201, 44838, 90364]","[58398, 55080, 41330, 79785, 47612, 41888, 26663, 44838, 18154, 13201]","[55080, 58398, 41330, 28867, 75516, 51576, 23106, 55103, 63336, 51341]","[5931, 84452, 25125, 4752, 24690, 4403, 29964, 44838, 42378, 37966]"
5025,4,"[47239, 6453, 73848, 25125, 46658, 24690, 90598, 58379, 32805, 36878]","[36967, 51664, 28867, 37966, 41888, 9115, 9390, 21333, 11624, 55990]","[36878, 25125, 36967, 35983, 32805, 36878, 25125, 36967, 35983, 32805]","[6453, 47239, 6557, 79785, 58379, 24690, 90598, 41330, 32805, 47612]","[36878, 6557, 24690, 6453, 47239, 90598, 32805, 4752, 42375, 47612]","[25125, 90598, 73848, 6557, 47239, 35983, 42375, 58379, 59952, 51576]","[24690, 36878, 6557, 35983, 47239, 21333, 6453, 13201, 31852, 15051]","[2649, 4752, 32805, 42375, 47612, 36878, 24690, 21333, 58398, 13193]","[82177, 35983, 15051, 73848, 42378, 55080, 29964, 78408, 35508, 6557]"
5026,4,"[29964, 58379, 55080, 82962, 67012, 26663, 79785, 6453, 27769, 51341]","[36878, 21333, 59952, 4752, 37966, 13193, 90364, 55990, 80552, 11624]","[37966, 80552, 9390, 11624, 36878, 90364, 13193, 59952, 82177, 15051]","[82962, 29964, 42375, 71463, 90598, 55080, 58379, 20066, 46658, 81206]","[29964, 20066, 46658, 27769, 82962, 80552, 5931, 44580, 13193, 71463]","[28867, 16359, 42375, 44580, 58379, 41888, 75516, 90364, 15051, 42378]","[29964, 46658, 13193, 16798, 20066, 82962, 80552, 27769, 39238, 71463]","[29964, 46658, 82962, 27769, 44580, 41330, 5931, 42375, 80552, 55080]","[36878, 47239, 39238, 63336, 58398, 82962, 84452, 36967, 50786, 13193]"
5027,4,"[2649, 42375, 75516, 32805, 16111, 20066, 51341, 66219, 63336, 55103]","[35983, 47612, 80552, 2173, 39238, 75516, 36967, 36878, 82177, 51664]","[42378, 35983, 47612, 80552, 2173, 39238, 42378, 35983, 47612, 80552]","[26663, 42378, 17602, 90598, 51576, 9115, 36878, 66219, 55080, 71463]","[42378, 51576, 26663, 41330, 2649, 82962, 6557, 94019, 9115, 17602]","[24690, 71463, 55103, 42378, 2649, 4752, 51576, 51341, 32805, 11624]","[41330, 42378, 9115, 2649, 67012, 66219, 73848, 79785, 82962, 24690]","[41330, 42378, 17602, 47612, 66219, 44580, 51576, 94019, 75776, 35983]","[27769, 17602, 55990, 23106, 25125, 42378, 16111, 51576, 35508, 67012]"
5028,4,"[31852, 26663, 82962, 44838, 16111, 66219, 4752, 58398, 80552, 51664]","[4752, 39238, 11624, 59952, 13193, 25125, 55990, 90364, 4403, 28867]","[4752, 59952, 9390, 82177, 51664, 47612, 80552, 41888, 25125, 90364]","[26663, 85470, 82962, 66219, 55080, 4752, 58398, 51664, 16111, 94019]","[4752, 29964, 9390, 63336, 90598, 82177, 16111, 11624, 58398, 26663]","[31852, 82177, 32805, 42378, 85470, 51664, 20066, 81206, 82962, 80552]","[4752, 90598, 63336, 16359, 82177, 9390, 29964, 16111, 11624, 46658]","[63336, 4752, 90598, 81206, 16359, 9390, 11624, 94019, 82177, 29964]","[16798, 94019, 26663, 75516, 31852, 24690, 47612, 47239, 6557, 85470]"
5029,4,"[16798, 79785, 55080, 85470, 58379, 42375, 73848, 55103, 78408, 51664]","[2173, 9390, 58398, 47612, 37966, 11624, 25125, 55990, 90364, 4403]","[47612, 37966, 11624, 59952, 41888, 36878, 47530, 15051, 55990, 9390]","[18154, 27769, 6453, 47239, 6557, 79785, 67012, 16798, 2649, 26663]","[85470, 78408, 16359, 51664, 58379, 37966, 18154, 25125, 55080, 11624]","[42375, 25125, 79785, 16798, 37966, 85470, 6453, 55103, 55080, 81206]","[16359, 78408, 85470, 51664, 18154, 58379, 15051, 37966, 80552, 36878]","[78408, 85470, 16359, 18154, 58379, 25125, 11624, 9390, 37966, 16798]","[21333, 29964, 16359, 55080, 46658, 13201, 50786, 9115, 80552, 23106]"
5030,4,"[6557, 79785, 16798, 73848, 94019, 66219, 63336, 78408, 41330, 90364]","[39238, 11624, 59952, 13193, 25125, 55990, 90364, 4403, 75776, 82177]","[47612, 39238, 90364, 13193, 55990, 25125, 11624, 47530, 36967, 80552]","[85470, 73848, 94019, 66219, 28867, 51341, 47612, 39238, 36967, 11624]","[11624, 73848, 39238, 94019, 63336, 79785, 35983, 85470, 44838, 6557]","[28867, 15051, 51341, 39238, 11624, 80552, 61135, 47612, 46658, 94019]","[11624, 63336, 73848, 79785, 39238, 84452, 16111, 44838, 35983, 51664]","[63336, 11624, 85470, 71463, 39238, 94019, 44838, 35983, 81206, 75776]","[4403, 79785, 75776, 18154, 2173, 23106, 35983, 50786, 66219, 46658]"
5031,4,"[27769, 44838, 42375, 29964, 13201, 26663, 31852, 73848, 50786, 5931]","[36967, 58398, 15051, 42378, 35983, 47612, 80552, 2173, 39238, 75516]","[47612, 9390, 13193, 55990, 47530, 15051, 47612, 90364, 41330, 59952]","[27769, 2649, 44838, 23106, 20066, 51341, 50786, 58398, 15051, 13193]","[13193, 44838, 50786, 39238, 15051, 27769, 36967, 42375, 25125, 16359]","[21333, 27769, 44838, 29964, 9390, 42375, 78408, 13193, 23106, 50786]","[39238, 13193, 50786, 47530, 36967, 15051, 25125, 16359, 46658, 35983]","[39238, 13193, 17602, 27769, 63336, 51341, 24690, 47530, 42375, 44838]","[61135, 75776, 17602, 82177, 9115, 71463, 35508, 47612, 11624, 50786]"
5032,4,"[27769, 82962, 73848, 90598, 24690, 35508, 47530, 2173, 36967, 51664]","[35983, 2173, 47612, 32805, 58398, 36967, 37966, 41888, 9115, 13193]","[35983, 47612, 36967, 36878, 47530, 32805, 42378, 59952, 13193, 90364]","[27769, 31852, 90598, 35508, 2173, 24690, 51576, 32805, 51664, 9115]","[24690, 2173, 44838, 90598, 35508, 31852, 82962, 4403, 32805, 75516]","[79785, 63336, 13193, 36967, 35983, 90598, 35508, 25125, 27769, 94019]","[24690, 2173, 44838, 90598, 31852, 82962, 4403, 47530, 84452, 75516]","[24690, 2173, 2649, 61135, 35508, 75516, 90598, 44838, 82962, 4403]","[13201, 16111, 61135, 78408, 4752, 37966, 50786, 42375, 13193, 58398]"
5033,4,"[94019, 42375, 44838, 58379, 55080, 85470, 29964, 73848, 46658, 75516]","[84452, 36967, 15051, 75776, 35983, 47612, 80552, 39238, 75516, 36878]","[4403, 36878, 55990, 4752, 32805, 15051, 41888, 9390, 59952, 36967]","[94019, 42375, 84452, 17602, 51664, 37966, 21333, 90598, 82962, 20066]","[84452, 42375, 4403, 75516, 82177, 75776, 61135, 51664, 94019, 20066]","[94019, 44838, 17602, 4403, 75776, 55990, 51664, 85470, 32805, 61135]","[84452, 82177, 42375, 15051, 75516, 75776, 4403, 61135, 51576, 36878]","[82177, 84452, 42375, 75516, 41330, 15051, 94019, 44838, 75776, 58379]","[47612, 75516, 25125, 80552, 51664, 36878, 58379, 5931, 85470, 13193]"
5034,4,"[47239, 67012, 6557, 79785, 2649, 73848, 44580, 20066, 50786, 17602]","[9390, 11624, 59952, 13193, 25125, 55990, 90364, 4403, 82177, 51664]","[9390, 41888, 28867, 47530, 59952, 13193, 25125, 55990, 90364, 4403]","[6557, 71463, 47239, 20066, 55103, 75516, 9115, 9390, 53135, 13193]","[47239, 9390, 20066, 6557, 16359, 17602, 13193, 50786, 55990, 42378]","[9390, 71463, 44580, 28867, 20066, 67012, 51576, 47239, 16359, 4403]","[47239, 13193, 20066, 9390, 42378, 59952, 17602, 6557, 46658, 55990]","[47239, 6557, 50786, 13193, 16359, 9390, 73848, 71463, 18154, 15051]","[47239, 80552, 2173, 37966, 6453, 94019, 66219, 16111, 9390, 28867]"
5035,4,"[2649, 16798, 79785, 67012, 26663, 71463, 42375, 73848, 81206, 37966]","[5931, 4752, 62344, 47530, 15051, 61135, 75776, 35983, 47612, 80552]","[75516, 82177, 55990, 47612, 35983, 15051, 84452, 55990, 75516, 82177]","[16798, 71463, 85470, 2649, 66219, 75516, 58379, 44580, 35508, 47612]","[2649, 55990, 16798, 75516, 35508, 61135, 51576, 27769, 15051, 63336]","[47239, 75516, 55990, 47612, 16798, 51664, 85470, 50786, 2649, 82177]","[2649, 55990, 23106, 61135, 94019, 51576, 15051, 16111, 16359, 75516]","[2649, 17602, 66219, 63336, 27769, 35508, 16798, 4752, 61135, 23106]","[2649, 21333, 50786, 35983, 58379, 9390, 55990, 44580, 11624, 26663]"
5036,4,"[79785, 51341, 61135, 78408, 66219, 5931, 75516, 51664, 25125, 90598]","[58398, 15051, 62344, 75776, 35983, 47612, 80552, 2173, 39238, 51664]","[84452, 51664, 15051, 90364, 59952, 11624, 9390, 58398, 37966, 75776]","[51576, 90598, 78408, 66219, 51341, 58337, 13165, 95500, 4640, 27769]","[51576, 61135, 78408, 51664, 11624, 39238, 35983, 51341, 15051, 79785]","[11624, 82962, 51664, 58398, 25125, 51576, 78408, 15051, 51341, 4403]","[61135, 11624, 39238, 51576, 78408, 28867, 15051, 79785, 18154, 66219]","[61135, 23106, 27769, 15051, 51341, 51664, 85470, 78408, 37966, 51576]","[75516, 62344, 31852, 42375, 27769, 21333, 81206, 55080, 51664, 47239]"
