groupId,group_size,vector_llama,vector_mistral,vector_gemma,vector_phi,vector_ADD,vector_MPL,vector_LMS,vector_APP,vector_random
4012,4,"[98107, 24927, 83047, 64794, 42620, 34723, 85860, 54615, 46512, 49406]","[98107, 24927, 54615, 34723, 64794, 83047, 63796, 91163, 42619, 31406]","[83047, 65030, 5602, 64950, 11579, 34723, 85860, 59553, 89128, 42619]","[98107, 83047, 34723, 91571, 24927, 63796, 86912, 57669, 42620, 54615]","[83047, 54615, 34723, 24927, 42620, 80477, 98107, 64950, 64794, 91571]","[98107, 72164, 65030, 38612, 46512, 83047, 80477, 64950, 21506, 24927]","[54615, 34723, 83047, 42620, 24927, 91571, 22311, 89128, 15353, 21506]","[54615, 64794, 64950, 63796, 91163, 42620, 34723, 83047, 24927, 80477]","[54615, 29785, 17128, 13441, 83047, 42619, 10880, 15353, 46512, 25058]"
4013,4,"[57669, 49406, 64794, 91163, 46512, 25043, 80477, 85860, 63796, 89381]","[57669, 25058, 63796, 18358, 46435, 89128, 6106, 29785, 99402, 80477]","[86912, 57669, 63796, 91163, 46435, 80477, 58878, 11579, 85860, 46512]","[57669, 86912, 63796, 99402, 46435, 80477, 87991, 91571, 91163, 49406]","[57669, 91163, 64794, 80477, 63796, 87991, 46435, 86912, 49406, 89128]","[91163, 24927, 87991, 17128, 63796, 21506, 32029, 86912, 25058, 89381]","[57669, 64794, 91163, 47631, 63796, 11579, 80477, 99402, 86912, 59553]","[64794, 57669, 94563, 80477, 46435, 32029, 89128, 91163, 87991, 49406]","[58878, 81854, 17128, 49406, 47631, 25043, 22311, 63796, 5602, 87991]"
4014,4,"[15353, 42620, 47631, 72164, 85315, 85860, 89128, 99402, 25058, 54615]","[72164, 57669, 83047, 91571, 85315, 99402, 49898, 80477, 65030, 58878]","[87991, 11579, 29785, 47631, 85315, 89128, 85860, 99402, 54615, 31406]","[72164, 87991, 42620, 31406, 29785, 91571, 85315, 49406, 47631, 89128]","[72164, 47631, 85315, 42620, 85860, 99402, 22311, 25058, 54615, 49406]","[94563, 89128, 72164, 54615, 99402, 11579, 25058, 47631, 87991, 22311]","[72164, 85315, 47631, 85860, 22311, 91571, 99402, 98107, 83047, 25058]","[85860, 42620, 99402, 47631, 85315, 49406, 72164, 25058, 54615, 6106]","[98107, 6106, 94563, 18358, 34723, 65030, 46512, 57669, 29785, 13441]"
4015,4,"[17128, 25058, 89381, 6106, 42620, 72164, 85860, 49406, 64794, 13441]","[25058, 72164, 91571, 83047, 63796, 91163, 64794, 89381, 42619, 31406]","[25058, 13441, 89381, 11579, 59553, 22311, 72164, 94563, 85860, 58878]","[25058, 13441, 57669, 22311, 89381, 91571, 72164, 87991, 83047, 63796]","[13441, 72164, 89381, 89128, 98107, 85860, 22311, 64794, 64950, 17128]","[81854, 25058, 15353, 72164, 24927, 85860, 86912, 11579, 63796, 25043]","[13441, 89128, 72164, 42620, 64794, 98107, 17128, 89381, 91571, 24927]","[13441, 72164, 98107, 89128, 31406, 85315, 18358, 83047, 63796, 89381]","[49898, 94563, 91163, 98107, 89381, 64794, 72164, 47631, 46512, 13441]"
4016,4,"[15353, 49406, 91163, 89128, 64794, 46512, 34723, 80477, 65030, 59553]","[91571, 64794, 83047, 25058, 34723, 6106, 46512, 29785, 99402, 81854]","[31406, 89128, 6106, 91163, 46512, 64794, 89381, 59553, 25058, 46435]","[91163, 31406, 89128, 95975, 24927, 42620, 34723, 29785, 49406, 57669]","[15353, 34723, 59553, 6106, 32029, 91163, 92785, 49406, 95975, 25058]","[64794, 31406, 89128, 99402, 59553, 25058, 49406, 86912, 38612, 29785]","[15353, 34723, 32029, 92785, 46435, 59553, 6106, 25058, 24927, 95975]","[15353, 34723, 21506, 49406, 89128, 31406, 6106, 89381, 95975, 91163]","[91163, 42619, 17128, 42620, 11579, 65030, 32029, 89381, 86912, 72164]"
4017,4,"[21506, 95975, 24927, 42620, 92785, 49406, 25058, 57669, 91571, 64794]","[95975, 24927, 32029, 92785, 18358, 63796, 89381, 42619, 31406, 46435]","[91163, 42619, 58878, 11579, 85860, 99402, 34723, 5602, 80477, 29785]","[95975, 24927, 92785, 91571, 89381, 99402, 13441, 58878, 34723, 21773]","[95975, 92785, 34723, 24927, 91163, 91571, 58878, 99402, 32029, 42619]","[13441, 95975, 58878, 91571, 80477, 99402, 21506, 24927, 72164, 34723]","[95975, 92785, 34723, 83047, 17128, 64794, 91163, 24927, 42619, 58878]","[95975, 92785, 32029, 91163, 34723, 99402, 13441, 91571, 24927, 80477]","[54615, 18358, 25058, 85315, 58878, 95975, 64950, 31406, 99402, 32029]"
4018,4,"[17128, 42620, 47631, 18358, 34723, 80477, 85860, 58878, 49506, 29785]","[18358, 42620, 92785, 47631, 87991, 22311, 57669, 85315, 63796, 46512]","[47631, 18358, 83047, 29785, 80477, 85860, 58878, 25043, 34723, 64950]","[18358, 87991, 92785, 42620, 34723, 29785, 65030, 80477, 81854, 49406]","[18358, 17128, 34723, 92785, 29785, 58878, 85860, 80477, 47631, 81854]","[47631, 42620, 34723, 22311, 54615, 83047, 85315, 46512, 89381, 87991]","[18358, 17128, 92785, 31406, 58878, 29785, 34723, 91571, 24927, 80477]","[17128, 18358, 25058, 34723, 29785, 80477, 92785, 49406, 81854, 57669]","[92785, 42619, 11579, 29785, 85315, 81854, 24927, 57669, 85860, 6106]"
4019,4,"[25043, 46512, 91163, 64794, 42619, 29785, 99402, 80477, 65030, 24927]","[91163, 42619, 64794, 85860, 58878, 59553, 5602, 11579, 99402, 49898]","[92785, 42619, 25043, 65030, 58878, 99402, 5602, 11579, 80477, 63796]","[91163, 64794, 87991, 92785, 25058, 42619, 99402, 86912, 25043, 57669]","[91163, 64794, 42619, 25043, 29785, 99402, 58878, 5602, 46512, 92785]","[63796, 92785, 46512, 65030, 25058, 91163, 86912, 42619, 87991, 99402]","[91163, 64794, 5602, 58878, 42619, 25043, 99402, 72164, 29785, 63796]","[64794, 91163, 5602, 80477, 29785, 25043, 46512, 42619, 49406, 57669]","[64794, 15353, 17128, 54615, 81854, 86912, 98107, 10880, 5602, 89381]"
4021,4,"[15353, 85315, 64950, 49898, 46512, 42620, 57669, 29785, 49406, 25058]","[32029, 15353, 85315, 64794, 25058, 57669, 54615, 72164, 91571, 83047]","[85315, 65030, 46435, 64950, 99402, 49898, 58878, 59553, 85860, 46512]","[15353, 32029, 85315, 57669, 22311, 31406, 64950, 49406, 46435, 49898]","[85315, 31406, 32029, 64950, 22311, 49898, 15353, 46435, 57669, 25043]","[15353, 17128, 18358, 85315, 25043, 65030, 32029, 99402, 87991, 31406]","[85315, 22311, 31406, 95975, 91571, 49898, 89128, 57669, 25043, 25058]","[85315, 22311, 46435, 49898, 64950, 91163, 29785, 32029, 31406, 59553]","[91163, 32029, 42619, 22311, 10880, 81854, 24927, 49898, 46512, 64950]"
4022,4,"[24927, 86912, 92785, 49406, 91571, 42619, 38612, 46512, 13441, 85860]","[91571, 38612, 42620, 86912, 24927, 15353, 98107, 72164, 58878, 85860]","[91571, 86912, 38612, 42619, 58878, 64950, 13441, 94563, 6106, 29785]","[91571, 86912, 24927, 94563, 58878, 49406, 42619, 38612, 13441, 6106]","[91571, 24927, 94563, 54615, 25058, 38612, 72164, 46512, 6106, 47631]","[38612, 17128, 18358, 24927, 31406, 91571, 85315, 15353, 94563, 29785]","[91571, 72164, 21506, 92785, 42619, 54615, 47631, 32029, 94563, 10880]","[46435, 46512, 54615, 25058, 47631, 6106, 91571, 64950, 65030, 94563]","[29785, 91163, 92785, 22311, 42619, 94563, 11579, 38612, 13441, 59553]"
4023,4,"[17128, 49406, 10880, 42620, 57669, 89381, 89128, 85860, 5602, 59553]","[10880, 49406, 25058, 57669, 54615, 72164, 91571, 85315, 18358, 83047]","[94563, 5602, 49898, 31406, 85860, 10880, 65030, 59553, 49406, 91163]","[49406, 17128, 57669, 22311, 10880, 42620, 92785, 86912, 91571, 89381]","[10880, 49406, 17128, 22311, 57669, 38612, 89128, 5602, 85860, 13441]","[49406, 94563, 5602, 83047, 85860, 10880, 49898, 65030, 17128, 95975]","[17128, 10880, 86912, 89128, 64794, 72164, 49406, 21506, 29785, 85860]","[17128, 54615, 85315, 49898, 34723, 57669, 22311, 49406, 92785, 10880]","[92785, 58878, 86912, 59553, 47631, 98107, 80477, 25058, 85315, 83047]"
4024,4,"[72164, 89381, 42620, 54615, 83047, 57669, 15353, 98107, 10880, 87991]","[72164, 80477, 59553, 85860, 94563, 87991, 91571, 54615, 25058, 83047]","[72164, 89128, 59553, 85860, 11579, 80477, 57669, 91571, 89381, 15353]","[15353, 72164, 92785, 87991, 91571, 47631, 38612, 89128, 80477, 54615]","[72164, 80477, 15353, 92785, 85860, 10880, 89381, 54615, 85315, 21506]","[6106, 21506, 81854, 38612, 59553, 87991, 89128, 92785, 72164, 80477]","[80477, 15353, 85860, 72164, 18358, 85315, 10880, 98107, 22311, 92785]","[80477, 92785, 17128, 72164, 54615, 89381, 10880, 46512, 42619, 31406]","[81854, 63796, 92785, 47631, 42619, 89381, 25043, 80477, 32029, 13441]"
4025,4,"[15353, 98107, 10880, 87991, 54615, 64794, 89381, 49898, 85860, 59553]","[21506, 95975, 17128, 15353, 98107, 24927, 10880, 86912, 32029, 42620]","[25058, 85860, 10880, 34723, 64950, 87991, 63796, 92785, 59553, 11579]","[25058, 10880, 91571, 72164, 57669, 87991, 92785, 21506, 99402, 86912]","[80477, 49898, 34723, 87991, 29785, 83047, 64950, 32029, 91163, 59553]","[11579, 63796, 34723, 24927, 85860, 22311, 5602, 10880, 92785, 25058]","[49898, 80477, 29785, 83047, 34723, 32029, 58878, 98107, 87991, 64950]","[80477, 49898, 83047, 87991, 34723, 6106, 63796, 91163, 31406, 38612]","[46435, 94563, 38612, 65030, 85315, 22311, 58878, 83047, 72164, 17128]"
4026,4,"[32029, 42620, 57669, 72164, 85315, 63796, 89381, 31406, 80477, 49898]","[98107, 32029, 42620, 57669, 72164, 85315, 63796, 91163, 38612, 80477]","[80477, 63796, 11579, 99402, 85860, 58878, 87991, 34723, 89128, 49898]","[21506, 95975, 17128, 15353, 98107, 32029, 42620, 72164, 63796, 91163]","[89381, 72164, 57669, 80477, 42620, 63796, 31406, 21506, 38612, 32029]","[99402, 29785, 80477, 57669, 46435, 49406, 63796, 95975, 91163, 11579]","[72164, 22311, 31406, 38612, 89381, 64950, 57669, 21506, 42620, 80477]","[21506, 42620, 72164, 89381, 57669, 31406, 38612, 87991, 63796, 99402]","[83047, 47631, 57669, 22311, 38612, 63796, 10880, 99402, 49898, 85860]"
4027,4,"[25058, 80477, 42620, 32029, 24927, 57669, 89381, 83047, 99402, 85860]","[29785, 46435, 10880, 22311, 25058, 58878, 59553, 5602, 11579, 49898]","[25058, 85860, 5602, 32029, 64950, 80477, 6106, 47631, 18358, 63796]","[25058, 47631, 99402, 80477, 18358, 63796, 83047, 65030, 57669, 5602]","[5602, 80477, 99402, 63796, 47631, 65030, 25058, 18358, 29785, 32029]","[85860, 5602, 80477, 29785, 25058, 64950, 47631, 99402, 32029, 89128]","[5602, 65030, 25058, 63796, 80477, 18358, 91571, 13441, 94563, 58878]","[31406, 5602, 63796, 83047, 32029, 80477, 18358, 99402, 57669, 89381]","[85860, 80477, 31406, 59553, 17128, 24927, 25058, 6106, 72164, 29785]"
4028,4,"[25058, 89381, 85860, 42620, 57669, 46512, 99402, 49898, 5602, 59553]","[25058, 63796, 46435, 18358, 89381, 42619, 31406, 89128, 46512, 34723]","[25058, 5602, 99402, 85860, 59553, 89381, 18358, 83047, 63796, 91571]","[25058, 87991, 98107, 91571, 99402, 58878, 5602, 85860, 92785, 13441]","[25058, 21506, 85860, 87991, 92785, 11579, 46435, 91571, 85315, 58878]","[85860, 5602, 92785, 17128, 98107, 21506, 99402, 63796, 59553, 87991]","[25058, 21506, 11579, 13441, 42619, 64950, 63796, 85860, 15353, 92785]","[25058, 21506, 87991, 58878, 85860, 25043, 38612, 46435, 85315, 91571]","[22311, 32029, 42620, 11579, 46435, 15353, 63796, 64950, 47631, 91163]"
4029,4,"[24927, 15353, 42620, 72164, 91163, 64794, 89381, 42619, 85860, 59553]","[24927, 15353, 98107, 5602, 59553, 85860, 65030, 13441, 80477, 58878]","[64794, 85860, 59553, 65030, 91163, 24927, 13441, 89128, 99402, 83047]","[91571, 72164, 65030, 85860, 89128, 99402, 13441, 57669, 24927, 34723]","[91163, 65030, 13441, 91571, 24927, 15353, 72164, 99402, 34723, 59553]","[80477, 64794, 15353, 64950, 59553, 57669, 24927, 47631, 72164, 85860]","[91163, 13441, 99402, 34723, 65030, 91571, 15353, 87991, 22311, 86912]","[13441, 91163, 21506, 72164, 65030, 99402, 34723, 91571, 11579, 15353]","[22311, 95975, 11579, 24927, 32029, 72164, 63796, 42619, 31406, 89128]"
4030,4,"[15353, 32029, 87991, 72164, 18358, 42619, 89128, 46512, 29785, 64950]","[21506, 95975, 17128, 15353, 98107, 24927, 10880, 86912, 32029, 42620]","[81854, 58878, 64950, 72164, 29785, 85860, 5602, 6106, 46435, 89128]","[17128, 32029, 87991, 18358, 89381, 42619, 89128, 46435, 81854, 58878]","[29785, 42619, 58878, 64950, 87991, 18358, 89128, 89381, 81854, 32029]","[17128, 81854, 91163, 72164, 47631, 87991, 58878, 54615, 89381, 57669]","[29785, 42619, 87991, 18358, 15353, 64950, 10880, 38612, 54615, 32029]","[29785, 64950, 42619, 89381, 18358, 46512, 89128, 58878, 86912, 32029]","[47631, 46435, 21506, 63796, 11579, 99402, 32029, 34723, 10880, 83047]"
4031,4,"[15353, 42620, 92785, 49406, 25058, 54615, 91571, 64794, 6106, 46512]","[15353, 92785, 42620, 91163, 6106, 34723, 81854, 94563, 58878, 11579]","[15353, 91571, 42619, 6106, 58878, 91163, 64950, 72164, 89128, 13441]","[15353, 91571, 91163, 42619, 92785, 63796, 64950, 49406, 87991, 72164]","[92785, 42619, 91163, 15353, 32029, 6106, 47631, 22311, 91571, 63796]","[22311, 15353, 58878, 6106, 63796, 91571, 92785, 13441, 21506, 91163]","[92785, 91163, 47631, 42619, 32029, 94563, 15353, 89381, 91571, 10880]","[92785, 31406, 15353, 91163, 6106, 32029, 42619, 47631, 72164, 63796]","[87991, 95975, 31406, 64950, 42619, 25058, 85315, 99402, 32029, 49406]"
4032,4,"[10880, 42620, 89381, 49406, 25058, 72164, 91571, 83047, 49898, 80477]","[10880, 92785, 38612, 49898, 80477, 58878, 5602, 11579, 89381, 46512]","[38612, 91571, 89381, 29785, 99402, 49898, 10880, 89128, 46512, 85860]","[10880, 86912, 91571, 89381, 38612, 29785, 49898, 80477, 99402, 98107]","[91571, 10880, 49898, 89381, 80477, 42620, 72164, 86912, 89128, 25058]","[46512, 38612, 29785, 10880, 91571, 89381, 86912, 92785, 64950, 34723]","[72164, 49898, 10880, 25058, 95975, 29785, 57669, 98107, 64794, 49406]","[91571, 89381, 49898, 80477, 31406, 87991, 91163, 72164, 99402, 57669]","[17128, 83047, 11579, 24927, 99402, 6106, 86912, 21506, 87991, 25058]"
4033,4,"[98107, 15353, 24927, 42620, 92785, 49406, 83047, 64794, 89128, 49898]","[21506, 98107, 46435, 64950, 49898, 85860, 58878, 5602, 11579, 80477]","[83047, 65030, 85860, 89128, 6106, 13441, 49898, 25043, 89128, 81854]","[83047, 87991, 31406, 49898, 25043, 89128, 6106, 49406, 91571, 63796]","[49898, 63796, 98107, 6106, 21506, 31406, 80477, 15353, 85860, 64950]","[83047, 87991, 64950, 13441, 98107, 31406, 15353, 89128, 6106, 21506]","[98107, 6106, 80477, 58878, 63796, 24927, 49898, 34723, 64950, 31406]","[21506, 49898, 17128, 15353, 98107, 63796, 6106, 92785, 31406, 83047]","[25043, 13441, 22311, 31406, 89381, 80477, 18358, 85315, 34723, 83047]"
4034,4,"[98107, 87991, 32029, 42620, 64794, 46512, 85860, 58878, 89381, 49898]","[87991, 42620, 32029, 57669, 85315, 64794, 46435, 34723, 29785, 81854]","[87991, 65030, 85860, 94563, 46435, 83047, 6106, 91571, 85315, 80477]","[86912, 65030, 49406, 87991, 64794, 99402, 49898, 94563, 85860, 83047]","[94563, 49898, 6106, 65030, 87991, 83047, 29785, 64794, 49406, 34723]","[63796, 87991, 89381, 46435, 81854, 34723, 29785, 94563, 65030, 10880]","[94563, 49898, 6106, 29785, 98107, 58878, 83047, 95975, 32029, 49406]","[64794, 49898, 6106, 65030, 87991, 64950, 29785, 34723, 94563, 83047]","[47631, 18358, 49898, 65030, 86912, 42620, 91163, 38612, 46435, 89381]"
4035,4,"[17128, 98107, 24927, 10880, 32029, 92785, 49406, 22311, 64794, 64950]","[64950, 80477, 58878, 59553, 5602, 11579, 85860, 94563, 65030, 81854]","[64950, 59553, 85860, 58878, 89128, 6106, 18358, 25058, 80477, 34723]","[32029, 64950, 18358, 98107, 87991, 57669, 49406, 86912, 91571, 92785]","[64950, 18358, 85860, 59553, 32029, 25058, 6106, 10880, 58878, 38612]","[57669, 64950, 46435, 32029, 59553, 92785, 17128, 18358, 72164, 85860]","[64950, 18358, 10880, 46512, 85860, 6106, 59553, 38612, 22311, 54615]","[64950, 18358, 25058, 59553, 32029, 80477, 85860, 89128, 31406, 6106]","[64950, 91163, 92785, 5602, 32029, 86912, 57669, 13441, 91571, 17128]"
4036,4,"[24927, 10880, 86912, 32029, 92785, 49406, 22311, 64794, 31406, 80477]","[24927, 86912, 32029, 58878, 6106, 29785, 80477, 5602, 11579, 85860]","[24927, 32029, 64794, 29785, 58878, 5602, 11579, 83047, 6106, 46512]","[24927, 34723, 63796, 72164, 83047, 57669, 89381, 99402, 91571, 18358]","[29785, 58878, 24927, 64794, 34723, 86912, 31406, 10880, 5602, 6106]","[34723, 58878, 24927, 63796, 83047, 92785, 98107, 49898, 89381, 17128]","[29785, 24927, 58878, 21506, 6106, 86912, 91163, 13441, 49406, 10880]","[29785, 64794, 24927, 31406, 86912, 34723, 58878, 80477, 13441, 59553]","[89128, 95975, 31406, 25058, 83047, 10880, 85315, 11579, 29785, 54615]"
4037,4,"[42620, 57669, 64794, 99402, 13441, 80477, 85860, 59553, 11579, 46512]","[91571, 64794, 80477, 32029, 57669, 42620, 85860, 58878, 11579, 94563]","[94563, 49406, 91163, 46435, 57669, 13441, 80477, 31406, 64950, 85860]","[91163, 98107, 86912, 49406, 57669, 64794, 64950, 13441, 18358, 25058]","[57669, 13441, 47631, 72164, 64794, 42620, 80477, 46435, 91163, 32029]","[94563, 91163, 49406, 80477, 42620, 31406, 86912, 87991, 98107, 72164]","[80477, 17128, 47631, 64794, 42620, 49898, 18358, 32029, 15353, 98107]","[59553, 58878, 57669, 25058, 65030, 13441, 72164, 46435, 21506, 31406]","[83047, 99402, 21506, 72164, 29785, 54615, 94563, 49898, 91163, 49406]"
4038,4,"[98107, 32029, 92785, 25058, 85315, 49898, 99402, 42620, 24927, 87991]","[91571, 80477, 25058, 32029, 65030, 58878, 92785, 47631, 85860, 5602]","[25043, 99402, 5602, 89128, 49898, 85860, 58878, 11579, 80477, 42619]","[98107, 32029, 25058, 57669, 91571, 18358, 42619, 89128, 99402, 49898]","[25058, 47631, 42619, 91571, 57669, 25043, 49898, 92785, 18358, 87991]","[47631, 98107, 32029, 18358, 58878, 46435, 91571, 89128, 5602, 42620]","[25058, 57669, 42619, 91571, 47631, 49898, 83047, 58878, 38612, 80477]","[25058, 25043, 57669, 99402, 42619, 87991, 47631, 63796, 18358, 83047]","[72164, 91571, 15353, 98107, 42620, 24927, 31406, 94563, 47631, 89381]"
